id,audio_sec,true_text,pred_text,cer,wer,latency_sec,rtf,cpu_pct,ram_mb,sys_ram_pct
011_K00013347-BMG30-L1N2D1-E-K0KK-03075873,5.12,몇 년 전에는 조수미 콘서트를 해서 부모님께서 다녀오셨다,몇 년 전에는 조슴이 콘서트를 해서 부모님께서 다녀오셨다,0.06451612903225806,0.125,2.5960562229156494,0.5070422310382128,21.561111111111114,536.38671875,90.5
011_K00013347-BMG30-L1N2D1-E-K0KK-03076181,5.12,물론 공부도 열심히 하고 친구들과도 잘 지내도록 할 것이다,물론 공부도 열심히 하고 친구들과도 잘 지내도록 할 것이다,0.0,0.0,2.5715808868408203,0.5022618919610977,22.188888888888886,535.46875,90.3
011_K00013347-BMG30-L1N2D1-E-K0KK-03076573,16.384,수학 시험 때는 항상 긴장하는데 문제도 어렵지만 채점을 할 때 느끼는 긴장감이 매우 크다,수학 시험 때는 항상 긴장하는데 문제도 어렵지만 최점을 할 때 느끼는 긴장감에 매우 크다,0.04081632653061224,0.14285714285714285,2.777643918991089,0.16953393060248345,21.288888888888888,539.1875,90.3
011_K00013347-BMG30-L1N2D1-E-K0KK-03077377,8.192,그렇지만 선생님이 수업 시간에 재미있는 이야기도 많이 해 주시고 먼저 다가와 말도 걸어 주셔서 이제는 어색하지 않다,그렇지만 선생님이 수업 시간에 재미있는 이야기도 많이 해주시고 먼저 다가와 말도 걸어주셔서 이제는 어색하지 않다,0.03125,0.23529411764705882,3.267296314239502,0.3988398821093142,21.51111111111111,538.0,91.7
011_K00013347-BMG30-L1N2D1-E-K0KK-03131394,7.168,다른 가정과는 달리 우리 집은 고기를 아주 많이 먹는데 보통 하루에 일 킬로그램 정도는 항상 먹는다,다른 가정관은 달리 우리 집은 고기를 아주 많이 먹는데 보통 하루 일 킬로그램 정도는 항상 먹는다,0.05454545454545454,0.125,3.5941274166107178,0.5014128650405577,21.577777777777776,538.375,92.2
011_K00013347-BMG30-L1N2D1-E-K0KK-03134473,8.192,내가 먼저 그렇게 모범을 보이면 우리 반 친구들이 서로 싸우는 일이 없이 행복하게 지낼 수 있을 것 같다,내가 먼저 그렇게 모범을 보이면 우리 반 친구들이 서로 싸우는 일이에요 없이 행복하게 지낼 수 있을 것 같다,0.034482758620689655,0.05555555555555555,3.313565492630005,0.40448797517456114,21.466666666666665,540.140625,91.9
011_K00013347-BMG30-L1N2D1-E-K0KK-03136795,5.12,매번 조금씩 밥을 남겨서 아깝다는 생각이 들기도 한다,매번 조금씩 밥을 남겨서 아깝다는 생각이 들기도 한다,0.0,0.0,2.8340814113616943,0.5535315256565809,21.977777777777778,535.625,91.4
011_K00013347-BMG30-L1N2D1-E-K0KK-03137263,6.144,물티슈로 선생님 책상을 닦고 바닥을 쓸고 볼펜 종이 등을 정리하는 역할을 했다,물티슈로 선생님 측상을 닫고 바닥을 쓸고 볼펜 종이 등을 종료하는 역할을 냈다,0.11627906976744186,0.3333333333333333,2.87532377243042,0.467988895252347,21.744444444444444,540.8359375,91.6
011_K00013347-BMG30-L1N2D1-E-K0KK-03139454,5.12,닭갈비에 들어가는 닭고기도 맛있지만 고구마와 쫄깃한 떡이 나는 더 맛있다,닭갈비에 들어간는 닭고기도 맛있지만 고구마와 쫄깃한 떡이 나는 더 맛있다,0.025,0.1,3.0909926891326904,0.6037095095962286,22.049999999999997,539.82421875,89.1
011_K00013347-BMG30-L1N2D1-E-K0KK-03139500,4.096,이박 삼일로 수유 영어캠프를 간다,이박삼일러 수요 영어 캠프를 간다,0.2222222222222222,0.8,2.6298959255218506,0.642064434941858,21.927777777777777,535.58203125,87.7
011_K00013347-BMG30-L1N2D2-E-K0KK-02763527,7.168,학생에게는 가장 중요하고 누구든지 피할 수 없는 시험을 치러야 한다,학생에게는 가장 중요하고 누구든지 피할 수 없는 시험을 치러야 한다,0.0,0.0,2.803302764892578,0.3910857651914869,21.87777777777778,537.73046875,87.8
011_K00013348-BFG30-L1N2D1-E-K0KK-02266879,9.92,청소기로 청소도 하고 물걸레로 걸레질도 해야 하는데 시간이 부족해서 다 못했다,청소기로 청소도 하고 물걸래로 걸레질도 해야 하는데 시간이 부족해서 다 못했다,0.023255813953488372,0.09090909090909091,2.965932607650757,0.2989851419002779,21.905555555555555,539.52734375,87.8
011_K00013348-BFG30-L1N2D1-E-K0KK-02576394,10.944,오늘은 내 친구 윤민이의 생일 파티가 있어서 친구들과 함께 파티 장소로 갔다,오늘은 내 친구 윤미니의 생일 파티가 있어서 친구들과 함께 파티 장소로 갔다,0.047619047619047616,0.08333333333333333,3.0491485595703125,0.2786137207209715,21.85,539.7109375,88.1
011_K00013348-BFG30-L1N2D1-E-K0KK-02610712,9.728,이번에는 수학 영어 성적은 좋았지만 사회와 과학 점수가 안 좋았다,이번에는 수학 영어 성적은 좋았지만 사회와 과학 점수가 안 좋았다,0.0,0.0,2.8455498218536377,0.29251128925304665,21.494444444444444,538.9453125,88.2
011_K00013348-BFG30-L1N2D1-E-K0KK-02640346,8.704,새로 이사 한 집은 예전 집보다 넓어서 동생이랑 놀기 좋았다,새로 이사한 집은 예전 집보다 넓어서 동생이랑 놀기 좋았다,0.030303030303030304,0.2,2.5192229747772217,0.2894327866242212,21.572222222222223,538.36328125,88.4
011_K00013348-BFG30-L1N2D1-E-K0KK-02640391,11.456,그 아파트에서 조금만 걸어가면 주시경 공원도 있었고 소파 방정환 선생님의 생가도 있었다,그 아파트에서 조금만 걸어가면 주식영 공원도 있었고 소파 방정환 선생님의 생각도 있었다,0.0625,0.16666666666666666,3.3078219890594482,0.28874144457572,21.727777777777778,540.62109375,90.2
011_K00013348-BFG30-L1N2D1-E-K0KK-02646820,8.128,다음에 또 이사하게 되면 내가 엄마 아빠를 더 많이 도와드려야겠다,다음에 또 이사하게 되면 내가 엄마 아빠를 더 많이 도와드려야겠다,0.0,0.0,2.9768240451812744,0.36624311579494023,21.52777777777778,537.7421875,90.3
011_K00013348-BFG30-L1N2D1-E-K0KK-02649089,7.232,내일 축구 수행평가를 보는데 잘 볼 수 있을지 걱정이다,내일 축구 수임 평가를 보는데 잘 볼 수 있을지 걱정이다,0.06666666666666667,0.2222222222222222,2.897397518157959,0.4006357187718417,21.977777777777778,535.8515625,90.0
011_K00013348-BFG30-L1N2D1-E-K0KK-02665567,12.096,잡월드와 키자니아는 직업 체험을 할 수 있는 곳이라 구조는 비슷하지만 규모는 차이가 있었다,자벌두와 피자니아는 직업 체험을 할 수 있는 곳이라 구조는 비슷하지만 규모는 차이가 있었다,0.08,0.15384615384615385,3.2000820636749268,0.2645570489149245,21.905555555555555,540.8359375,88.8
011_K00013348-BFG30-L1N2D1-E-K0KK-02665979,9.664,두 가지 방법이었는데 계단에서 내려오는 것과 줄을 타고 내려오는 것이다,두 가지 방법이었는데 재단에서 내려오는 것과 줄을 타고 내려오는 것이다,0.02564102564102564,0.1,2.8900949954986572,0.29905784307726174,21.322222222222223,538.4140625,88.8
011_K00013348-BFG30-L1N2D1-E-K0KK-02666051,11.264,아파트 십일층 높이에서 줄을 타고 내려 오는데 재미 있어서 두 번이나 줄을 타고 내려왔다,아파트 십일층 높이에서 줄을 타고 내려오는데 재미있어서 두 번이나 줄을 타고 내려왔다,0.04081632653061224,0.2857142857142857,3.11195707321167,0.2762745981189338,21.37222222222222,538.32421875,89.0
011_K00013348-BFG30-L1N2D1-E-K0KK-02674749,8.704,내 얼굴은 울상이 되었고 선생님께 이 사실을 급히 알렸다,내 얼굴은 울상이 되었고 선생님께 이 사실을 급히 알렸다,0.0,0.0,2.8656206130981445,0.32923030940925374,21.73888888888889,536.0390625,88.7
011_K00013348-BFG30-L1N2D1-E-K0KK-02675447,10.304,광복절은 우리나라가 일본으로부터 독립 한 날을 기리는 것이다,광복절은 우리나라가 일본으로부터 독립한 나를 기리는 것이다,0.09090909090909091,0.375,2.9652090072631836,0.28777261328252945,21.583333333333332,537.1796875,88.9
011_K00013348-BFG30-L1N2D1-E-K0KK-02680298,11.072,엄마께서는 롯데월드에 가면 여러가지 놀이기구에 맛있는 음식들이 있다고 하셔서 동생도 좋아했다,엄마께서는 롯데월드에 가면 여러 가지 놀이기구에 맛있는 음식들이 있다고 하셔서 동생도 좋아했다,0.0196078431372549,0.18181818181818182,3.1832351684570312,0.2875031763418562,21.922222222222224,541.2734375,89.0
011_K00013348-BFG30-L1N2D1-E-K0KK-02680985,9.472,그때가 내가 세 살 때라고 하니 참 오래 전부터 다녔던 고깃집이다,그때가 내가 세 살 때라고 하니 참 오래 전부터 다녔던 고기집이다,0.027777777777777776,0.09090909090909091,3.06390380859375,0.3234695743870091,21.633333333333333,537.98046875,89.4
011_K00013348-BFG30-L1N2D1-E-K0KK-02681078,9.28,그 집은 소 갈비살을 파는데 생갈비살도 있고 양념갈비살도 있다,그 집은 소갈비살을 파는데 생갈비살도 있고 양념갈비살도 있다,0.029411764705882353,0.2222222222222222,2.8185603618621826,0.3037241769248042,21.577777777777776,538.61328125,88.6
011_K00013348-BFG30-L1N2D1-E-K0KK-02682280,8.448,처음으로 남자 선생님이 담임 선생님이 되어서 긴장이 된다,처음으로 남자 선생님이 단임 선생님이 되어서 긴장이 된다,0.03225806451612903,0.125,2.747986078262329,0.32528244297612796,21.844444444444445,536.06640625,88.7
011_K00013348-BFG30-L1N2D1-E-K0KK-02689446,9.6,그 크기가 내 얼굴의 두 배나 되었고 고기와 버섯 호박 김치를 올려서 구워먹었다,그 크기가 내 얼굴에 두 배나 되었고 고기와 버섯 호박 김치를 올려서 구워 먹었다,0.045454545454545456,0.23076923076923078,3.27945876121521,0.3416102876265844,21.561111111111114,539.89453125,90.2
011_K00013348-BFG30-L1N2D1-E-K0KK-02693957,7.552,싱가포르는 역시 야경이 멋있는 것 같다,싱가포르는 역시 야경이 멋있는 것 같다,0.0,0.0,2.630112648010254,0.3482670349589849,20.844444444444445,535.796875,89.9
011_K00013348-BFG30-L1N2D1-E-K0KK-02693993,14.08,그렇지만 선생님이 수업 시간에 재미있는 이야기도 많이 해 주시고 먼저 다가와 말도 걸어 주셔서 이제는 어색하지 않다,그렇지만 선생님이 수업 시간에 재미있는 이야기도 많이 해주시고 먼저 다가와 말도 걸어주셔서 이제는 어색하지 않다,0.03125,0.23529411764705882,3.122173309326172,0.22174526344646106,21.61111111111111,541.73046875,88.7
011_K00013348-BFG30-L1N2D1-E-K0KK-02694908,10.688,내가 무심코 한 말에 친구의 마음이 다치지 않았는지 하루 세 번 정도 반성하는 시간을 가져야겠다,내가 무신코 한 말에 친구의 마음이 다치지 않았는지 하루 세 번 정도 반성하는 시간을 가져야겠다,0.018867924528301886,0.06666666666666667,3.9320616722106934,0.3678949917861801,21.76111111111111,540.59375,90.0
011_K00013348-BFG30-L1N2D1-E-K0KK-02694944,12.992,미국에서는 이 날을 기리기 위해 각종 행사를 하는데 우리 나라도 동참을 해서 행사를 개최한다고 한다,미국에서는 이날을 기리기 위해 각종 행사를 하는데 우리나라도 동참을 해서 행사를 개최한다고 한다,0.03636363636363636,0.26666666666666666,3.4311673641204834,0.26409847322355934,21.594444444444445,540.89453125,90.1
011_K00013585-BFG23-L1N2D1-E-K0KK-01628347,5.952,나보다 두 배는 혼나는 것 같다,나보다 두 배는 혼나는 것 같다,0.0,0.0,2.5605173110961914,0.4301944407083655,21.816666666666666,553.33203125,89.5
011_K00013585-BFG23-L1N2D1-E-K0KK-01699789,8.576,포즈를 잘 취해주고 재미있는 표정을 잘해서 맘에 드는 사진이 많이 나온다,포즈를 델취해주고 재미있는 표정을 잘해서 마음에 드는 사진이 많이 나온다,0.1,0.2727272727272727,2.8732104301452637,0.33502920127626673,21.35,538.73828125,88.6
011_K00013585-BFG23-L1N2D1-E-K0KK-01700102,5.888,동생의 우는 소리를 듣고 엄마가 뛰어오셨다,동생의 우는 소리를 듣고 엄마가 뛰어오셨다,0.0,0.0,2.9019389152526855,0.4928564733785132,21.87222222222222,535.94140625,88.4
011_K00013585-BFG23-L1N2D1-E-K0KK-01700785,6.656,혹시 내 짝지도 나랑 친해지고 싶었던 것이 아니었을까,혹시 내 짝질도 나랑 친해지고 싶었던 건 아니었을까,0.10344827586206896,0.25,2.7225453853607178,0.40903626582943475,21.655555555555555,537.0078125,88.3
011_K00013585-BFG23-L1N2D1-E-K0KK-01700799,6.784,우리 아빠는 항상 아무거나 함부로 먹지 말라고 하셨는데…,우리 아빠는 항상 아무거나 함부로 먹지 말라고 하셨는데,0.03225806451612903,0.125,2.637380361557007,0.3887647938615871,21.76111111111111,536.0390625,88.2
011_K00013585-BFG23-L1N2D1-E-K0KK-01700840,7.04,고운 말의 중요성을 깨달았고 상냥하고 착한 어린이가 되어야겠다,고마를 중국성을 깨달았고 성장하고 착한 어린이가 되어야겠다,0.20588235294117646,0.5,3.1883223056793213,0.45288669114763086,21.6,537.9140625,89.5
011_K00013585-BFG23-L1N2D1-E-K0KK-01725369,5.888,감을 먹으라고 잔소리를 계속하신다,감을 먹으라고 단소리를 계독하신다,0.1111111111111111,0.5,3.0613882541656494,0.5199368638188943,21.716666666666665,552.375,90.4
011_K00013585-BFG23-L1N2D1-E-K0KK-01725491,6.208,작은 새 한 마리가 인사하러 갔다가 어머나,작은 새 한 마리가 인사하러 갔다가 어머나,0.0,0.0,2.8383140563964844,0.4572026508370626,21.822222222222223,535.828125,90.3
011_K00013585-BFG23-L1N2D1-E-K0KK-01725647,6.72,두근두근 또 설레는 마음으로 염색을 하고 머리를 감았다,뜨끈뜨끈 또 설레는 마음으로 염색을 하고 머리를 감았다,0.13333333333333333,0.125,3.190417766571045,0.4747645485968817,21.794444444444444,538.9375,90.1
011_K00013585-BFG23-L1N2D1-E-K0KK-01725690,6.208,책을 좋아하는 여우 아저씨는 책을 맛있게 먹곤 했어요,책을 좋아하는 여우아저씨는 책을 맛있게 먹고 냈어요,0.10344827586206896,0.5,2.914073944091797,0.4694062409941683,21.477777777777778,536.02734375,90.3
011_K00013585-BFG23-L1N2D2-E-K0KK-01769095,6.144,가족 소개를 할 때 할머니와 아빠랑 살고 있다고 했다,가족 소개를 할 때 할머니와 아빠랑 살고 있다고 했다,0.0,0.0,2.98760986328125,0.48626462618509925,21.12777777777778,536.03515625,90.7
011_K00013585-BFG23-L1N2D2-E-K0KK-01769119,6.144,그래도 굳이 그 이야기를 꺼내는 아이는 없었다,그래도 굳이 그 이야기를 꺼내는 아이는 없었다,0.0,0.0,3.415494680404663,0.5559073373054465,20.683333333333334,553.86328125,92.1
011_K00013585-BFG23-L1N2D2-E-K0KK-01769617,5.12,언젠가는 손님들이 용돈을 주시기도 했습니다,언젠가는 손님들의 용돈을 주시기도 했습니다,0.043478260869565216,0.2,2.9922478199005127,0.5844234023243189,21.905555555555555,553.9765625,91.8
011_K00013585-BFG23-L1N2D2-E-K0KK-01769675,8.192,아빠는 할아버지께 이제 좀 쉬시라고 하시지만 할아버지는 조금만 더 한다고 하십니다,아빠는 할아버지께 이제 좀 쉬시라고 하시지만 할아버지는 조금만 더 한다고 하십니다,0.0,0.0,3.3459930419921875,0.40844641625881195,21.322222222222223,540.07421875,91.9
011_K00013585-BFG23-L1N2D2-E-K0KK-01769809,6.144,엄마는 키가 꽤 크고 늘씬하지만 아빠는 작고 통통하다,엄마는 키 겹게 크고 늘씬하지만 아빠는 자꾸 통통하다,0.1724137931034483,0.375,2.967761754989624,0.4830341398095091,21.288888888888888,537.10546875,89.7
011_K00013585-BFG23-L1N2D2-E-K0KK-01769836,4.096,"""야 너 몇 살이야""",야 너 몇 살이야,0.18181818181818182,0.5,2.818405866622925,0.6880873697809875,21.822222222222223,548.515625,81.3
011_K00013585-BFG23-L1N2D2-E-K0KK-01769846,8.192,나는 열 살인데 아홉 살도 아니고 여덟 살도 아니고 고작 일곱 살짜리가 저렇게 묻다니 화가 난다,나는 열 살인데 아홉 살도 아니고 여덟 살도 아니고 고작 일곱 살 자리가 저렇게 붙다니 화가 난다,0.05660377358490566,0.1875,4.538112640380859,0.5539688281714916,20.183333333333334,540.82421875,82.4
011_K00013585-BFG23-L1N2D2-E-K0KK-01806410,7.168,여름휴가에 비가 내리면 집에서 놀아야만 한다,여름 휴가에 비가 내리면 집에서 놀아야만 한다,0.041666666666666664,0.3333333333333333,2.657611608505249,0.37076054806155817,21.344444444444445,536.234375,83.1
011_K00013585-BFG23-L1N2D2-E-K0KK-01806419,9.216,비 오는 날에 베란다에 앉아서 스마트폰을 보게 된다면 행복할 것 같다,비오는 날에 베란다에 앉아서 스마트폰을 보게 된다면 행복할 것 같다,0.02631578947368421,0.18181818181818182,2.9611871242523193,0.32130936678085065,21.577777777777776,539.296875,73.1
011_K00013585-BFG23-L1N2D2-E-K0KK-01806421,8.192,그 소리를 들으면서 내가 좋아하는 것을 한다면 얼마나 기분이 좋을까,그 소리를 들으면서 내가 좋아하는 것이라면 얼마나 기분이 좋을까,0.10810810810810811,0.2,2.5400009155273438,0.31005870550870895,21.47222222222222,553.125,73.0
011_K00013585-BFG23-L1N2D2-E-K0KK-01806423,6.144,일요일부터 기침이 나기 시작했다,일요일부터 기침이 나기 시작했다,0.0,0.0,2.431884527206421,0.39581453893333673,21.977777777777778,554.5703125,72.7
011_K00013585-BFG23-L1N2D2-E-K0KK-01806511,6.144,다음날 학교에 가지 않았다,다음날 학교에 가지 않았다,0.0,0.0,2.381401777267456,0.3875979455187917,21.938888888888886,554.6328125,71.5
011_K00013585-BFG23-L1N2D2-E-K0KK-01806536,7.168,무려 한 시간이 넘게 기다리고 진료를 볼 수 있었다,무려 한 시간이 넘게 기다리고 진료를 볼 수 있었다,0.0,0.0,2.4352564811706543,0.3397400224847453,21.833333333333332,536.30078125,71.5
011_K00013585-BFG23-L1N2D2-E-K0KK-01806554,8.192,아무튼 빵집에서 돌아와서 약을 먹으려는데 약통이 없었다,아무튼 빵집에서 돌아와서 약을 먹으려는데 약통이 없었다,0.0,0.0,2.5178189277648926,0.30735094333067536,21.711111111111112,537.78125,71.5
